 log g Teff   ZR   Vel  a(CHEOPS)
 log g Teff   ZR   Vel  b(CHEOPS)
 log g Teff   ZR   Vel  xi(CHEOPS)
 4.00 11000.  0.0  0.0   0.2938
 4.00 11000.  0.0  0.0   0.0149
 4.50 11000.  0.0  0.0   0.1756
 4.50 11000.  0.0  0.0   0.2922
 4.50 11000.  0.0  0.0   0.0148
 5.00 11000.  0.0  0.0   0.1737
 5.00 11000.  0.0  0.0   0.2908
 5.00 11000.  0.0  0.0   0.0148
 2.00 11250.  0.0  0.0   0.2042
 2.00 11250.  0.0  0.0   0.3020
 2.00 11250.  0.0  0.0   0.0154
 2.50 11250.  0.0  0.0   0.1838
 2.50 11250.  0.0  0.0   0.3020
 2.50 11250.  0.0  0.0   0.0162
 3.00 11250.  0.0  0.0   0.1759
 3.00 11250.  0.0  0.0   0.2986
 3.00 11250.  0.0  0.0   0.0159
 3.50 11250.  0.0  0.0   0.1728
 3.50 11250.  0.0  0.0   0.2955
 3.50 11250.  0.0  0.0   0.0154
 4.00 11250.  0.0  0.0   0.1718
 4.00 11250.  0.0  0.0   0.2928
 4.00 11250.  0.0  0.0   0.0150
 4.50 11250.  0.0  0.0   0.1707
 4.50 11250.  0.0  0.0   0.2912
 4.50 11250.  0.0  0.0   0.0149
 5.00 11250.  0.0  0.0   0.1690
 5.00 11250.  0.0  0.0   0.2900
 5.00 11250.  0.0  0.0   0.0149
 2.00 11500.  0.0  0.0   0.2014
 2.00 11500.  0.0  0.0   0.3022
 2.00 11500.  0.0  0.0   0.0157
 2.50 11500.  0.0  0.0   0.1796
 2.50 11500.  0.0  0.0   0.3010
 2.50 11500.  0.0  0.0   0.0165
 3.00 11500.  0.0  0.0   0.1710
 3.00 11500.  0.0  0.0   0.2969
 3.00 11500.  0.0  0.0   0.0161
 3.50 11500.  0.0  0.0   0.1681
 3.50 11500.  0.0  0.0   0.2934
 3.50 11500.  0.0  0.0   0.0155
 4.00 11500.  0.0  0.0   0.1670
 4.00 11500.  0.0  0.0   0.2909
 4.00 11500.  0.0  0.0   0.0151
 4.50 11500.  0.0  0.0   0.1663
 4.50 11500.  0.0  0.0   0.2893
 4.50 11500.  0.0  0.0   0.0149
 5.00 11500.  0.0  0.0   0.1647
 5.00 11500.  0.0  0.0   0.2884
 5.00 11500.  0.0  0.0   0.0149
 2.00 11750.  0.0  0.0   0.1990
 2.00 11750.  0.0  0.0   0.3026
 2.00 11750.  0.0  0.0   0.0161
 2.50 11750.  0.0  0.0   0.1758
 2.50 11750.  0.0  0.0   0.3003
 2.50 11750.  0.0  0.0   0.0169
 3.00 11750.  0.0  0.0   0.1666
 3.00 11750.  0.0  0.0   0.2954
 3.00 11750.  0.0  0.0   0.0164
 3.50 11750.  0.0  0.0   0.1635
 3.50 11750.  0.0  0.0   0.2915
 3.50 11750.  0.0  0.0   0.0157
 4.00 11750.  0.0  0.0   0.1624
 4.00 11750.  0.0  0.0   0.2892
 4.00 11750.  0.0  0.0   0.0151
 4.50 11750.  0.0  0.0   0.1618
 4.50 11750.  0.0  0.0   0.2877
 4.50 11750.  0.0  0.0   0.0149
 5.00 11750.  0.0  0.0   0.1607
 5.00 11750.  0.0  0.0   0.2867
 5.00 11750.  0.0  0.0   0.0149
 2.00 12000.  0.0  0.0   0.1971
 2.00 12000.  0.0  0.0   0.3029
 2.00 12000.  0.0  0.0   0.0164
 2.50 12000.  0.0  0.0   0.1726
 2.50 12000.  0.0  0.0   0.2994
 2.50 12000.  0.0  0.0   0.0173
 3.00 12000.  0.0  0.0   0.1628
 3.00 12000.  0.0  0.0   0.2935
 3.00 12000.  0.0  0.0   0.0166
 3.50 12000.  0.0  0.0   0.1593
 3.50 12000.  0.0  0.0   0.2892
 3.50 12000.  0.0  0.0   0.0158
 4.00 12000.  0.0  0.0   0.1583
 4.00 12000.  0.0  0.0   0.2867
 4.00 12000.  0.0  0.0   0.0152
 4.50 12000.  0.0  0.0   0.1579
 4.50 12000.  0.0  0.0   0.2853
 4.50 12000.  0.0  0.0   0.0148
 5.00 12000.  0.0  0.0   0.1570
 5.00 12000.  0.0  0.0   0.2846
 5.00 12000.  0.0  0.0   0.0148
 2.00 12250.  0.0  0.0   0.1959
 2.00 12250.  0.0  0.0   0.3031
 2.00 12250.  0.0  0.0   0.0167
 2.50 12250.  0.0  0.0   0.1697
 2.50 12250.  0.0  0.0   0.2989
 2.50 12250.  0.0  0.0   0.0176
 3.00 12250.  0.0  0.0   0.1593
 3.00 12250.  0.0  0.0   0.2920
 3.00 12250.  0.0  0.0   0.0168
 3.50 12250.  0.0  0.0   0.1556
 3.50 12250.  0.0  0.0   0.2870
 3.50 12250.  0.0  0.0   0.0159
 4.00 12250.  0.0  0.0   0.1544
 4.00 12250.  0.0  0.0   0.2844
 4.00 12250.  0.0  0.0   0.0152
 4.50 12250.  0.0  0.0   0.1541
 4.50 12250.  0.0  0.0   0.2831
 4.50 12250.  0.0  0.0   0.0148
 5.00 12250.  0.0  0.0   0.1534
 5.00 12250.  0.0  0.0   0.2825
 5.00 12250.  0.0  0.0   0.0147
 2.00 12500.  0.0  0.0   0.1950
 2.00 12500.  0.0  0.0   0.3033
 2.00 12500.  0.0  0.0   0.0169
 2.50 12500.  0.0  0.0   0.1672
 2.50 12500.  0.0  0.0   0.2984
 2.50 12500.  0.0  0.0   0.0179
 3.00 12500.  0.0  0.0   0.1562
 3.00 12500.  0.0  0.0   0.2903
 3.00 12500.  0.0  0.0   0.0170
 3.50 12500.  0.0  0.0   0.1522
 3.50 12500.  0.0  0.0   0.2846
 3.50 12500.  0.0  0.0   0.0159
 4.00 12500.  0.0  0.0   0.1510
 4.00 12500.  0.0  0.0   0.2816
 4.00 12500.  0.0  0.0   0.0152
 4.50 12500.  0.0  0.0   0.1506
 4.50 12500.  0.0  0.0   0.2805
 4.50 12500.  0.0  0.0   0.0147
 5.00 12500.  0.0  0.0   0.1502
 5.00 12500.  0.0  0.0   0.2799
 5.00 12500.  0.0  0.0   0.0146
 2.00 12750.  0.0  0.0   0.1942
 2.00 12750.  0.0  0.0   0.3039
 2.00 12750.  0.0  0.0   0.0171
 2.50 12750.  0.0  0.0   0.1647
 2.50 12750.  0.0  0.0   0.2984
 2.50 12750.  0.0  0.0   0.0183
 3.00 12750.  0.0  0.0   0.1533
 3.00 12750.  0.0  0.0   0.2891
 3.00 12750.  0.0  0.0   0.0172
 3.50 12750.  0.0  0.0   0.1493
 3.50 12750.  0.0  0.0   0.2823
 3.50 12750.  0.0  0.0   0.0160
 4.00 12750.  0.0  0.0   0.1477
 4.00 12750.  0.0  0.0   0.2792
 4.00 12750.  0.0  0.0   0.0151
 4.50 12750.  0.0  0.0   0.1471
 4.50 12750.  0.0  0.0   0.2782
 4.50 12750.  0.0  0.0   0.0146
 5.00 12750.  0.0  0.0   0.1469
 5.00 12750.  0.0  0.0   0.2777
 5.00 12750.  0.0  0.0   0.0145
 2.00 13000.  0.0  0.0   0.1941
 2.00 13000.  0.0  0.0   0.3040
 2.00 13000.  0.0  0.0   0.0173
 2.50 13000.  0.0  0.0   0.1627
 2.50 13000.  0.0  0.0   0.2983
 2.50 13000.  0.0  0.0   0.0186
 3.00 13000.  0.0  0.0   0.1512
 3.00 13000.  0.0  0.0   0.2875
 3.00 13000.  0.0  0.0   0.0174
 3.50 13000.  0.0  0.0   0.1465
 3.50 13000.  0.0  0.0   0.2802
 3.50 13000.  0.0  0.0   0.0161
 4.00 13000.  0.0  0.0   0.1447
 4.00 13000.  0.0  0.0   0.2766
 4.00 13000.  0.0  0.0   0.0151
 4.50 13000.  0.0  0.0   0.1442
 4.50 13000.  0.0  0.0   0.2755
 4.50 13000.  0.0  0.0   0.0146
 5.00 13000.  0.0  0.0   0.1439
 5.00 13000.  0.0  0.0   0.2752
 5.00 13000.  0.0  0.0   0.0144
 2.00 14000.  0.0  0.0   0.1965
 2.00 14000.  0.0  0.0   0.3047
 2.00 14000.  0.0  0.0   0.0175
 2.50 14000.  0.0  0.0   0.1567
 2.50 14000.  0.0  0.0   0.2988
 2.50 14000.  0.0  0.0   0.0197
 3.00 14000.  0.0  0.0   0.1423
 3.00 14000.  0.0  0.0   0.2848
 3.00 14000.  0.0  0.0   0.0184
 3.50 14000.  0.0  0.0   0.1371
 3.50 14000.  0.0  0.0   0.2737
 3.50 14000.  0.0  0.0   0.0165
 4.00 14000.  0.0  0.0   0.1348
 4.00 14000.  0.0  0.0   0.2677
 4.00 14000.  0.0  0.0   0.0151
 4.50 14000.  0.0  0.0   0.1339
 4.50 14000.  0.0  0.0   0.2655
 4.50 14000.  0.0  0.0   0.0144
 5.00 14000.  0.0  0.0   0.1334
 5.00 14000.  0.0  0.0   0.2653
 5.00 14000.  0.0  0.0   0.0141
 2.00 15000.  0.0  0.0   0.2048
 2.00 15000.  0.0  0.0   0.3038
 2.00 15000.  0.0  0.0   0.0168
 2.50 15000.  0.0  0.0   0.1534
 2.50 15000.  0.0  0.0   0.3003
 2.50 15000.  0.0  0.0   0.0207
 3.00 15000.  0.0  0.0   0.1362
 3.00 15000.  0.0  0.0   0.2835
 3.00 15000.  0.0  0.0   0.0193
 3.50 15000.  0.0  0.0   0.1300
 3.50 15000.  0.0  0.0   0.2693
 3.50 15000.  0.0  0.0   0.0169
 4.00 15000.  0.0  0.0   0.1276
 4.00 15000.  0.0  0.0   0.2604
 4.00 15000.  0.0  0.0   0.0152
 4.50 15000.  0.0  0.0   0.1263
 4.50 15000.  0.0  0.0   0.2567
 4.50 15000.  0.0  0.0   0.0142
 5.00 15000.  0.0  0.0   0.1254
 5.00 15000.  0.0  0.0   0.2558
 5.00 15000.  0.0  0.0   0.0138
 2.00 16000.  0.0  0.0   0.2198
 2.00 16000.  0.0  0.0   0.3016
 2.00 16000.  0.0  0.0   0.0152
 2.50 16000.  0.0  0.0   0.1521
 2.50 16000.  0.0  0.0   0.3029
 2.50 16000.  0.0  0.0   0.0214
 3.00 16000.  0.0  0.0   0.1317
 3.00 16000.  0.0  0.0   0.2835
 3.00 16000.  0.0  0.0   0.0202
 3.50 16000.  0.0  0.0   0.1248
 3.50 16000.  0.0  0.0   0.2663
 3.50 16000.  0.0  0.0   0.0174
 4.00 16000.  0.0  0.0   0.1223
 4.00 16000.  0.0  0.0   0.2548
 4.00 16000.  0.0  0.0   0.0153
 4.50 16000.  0.0  0.0   0.1206
 4.50 16000.  0.0  0.0   0.2495
 4.50 16000.  0.0  0.0   0.0140
 5.00 16000.  0.0  0.0   0.1193
 5.00 16000.  0.0  0.0   0.2476
 5.00 16000.  0.0  0.0   0.0135
 2.50 17000.  0.0  0.0   0.1524
 2.50 17000.  0.0  0.0   0.3069
 2.50 17000.  0.0  0.0   0.0219
 3.00 17000.  0.0  0.0   0.1280
 3.00 17000.  0.0  0.0   0.2851
 3.00 17000.  0.0  0.0   0.0212
 3.50 17000.  0.0  0.0   0.1201
 3.50 17000.  0.0  0.0   0.2649
 3.50 17000.  0.0  0.0   0.0181
 4.00 17000.  0.0  0.0   0.1175
 4.00 17000.  0.0  0.0   0.2512
 4.00 17000.  0.0  0.0   0.0155
 4.50 17000.  0.0  0.0   0.1160
 4.50 17000.  0.0  0.0   0.2437
 4.50 17000.  0.0  0.0   0.0139
 5.00 17000.  0.0  0.0   0.1145
 5.00 17000.  0.0  0.0   0.2408
 5.00 17000.  0.0  0.0   0.0132
 2.50 18000.  0.0  0.0   0.1536
 2.50 18000.  0.0  0.0   0.3139
 2.50 18000.  0.0  0.0   0.0220
 3.00 18000.  0.0  0.0   0.1259
 3.00 18000.  0.0  0.0   0.2888
 3.00 18000.  0.0  0.0   0.0221
 3.50 18000.  0.0  0.0   0.1174
 3.50 18000.  0.0  0.0   0.2657
 3.50 18000.  0.0  0.0   0.0188
 4.00 18000.  0.0  0.0   0.1146
 4.00 18000.  0.0  0.0   0.2502
 4.00 18000.  0.0  0.0   0.0158
 4.50 18000.  0.0  0.0   0.1131
 4.50 18000.  0.0  0.0   0.2412
 4.50 18000.  0.0  0.0   0.0140
 5.00 18000.  0.0  0.0   0.1116
 5.00 18000.  0.0  0.0   0.2371
 5.00 18000.  0.0  0.0   0.0131
 2.50 19000.  0.0  0.0   0.1522
 2.50 19000.  0.0  0.0   0.3226
 2.50 19000.  0.0  0.0   0.0224
 3.00 19000.  0.0  0.0   0.1211
 3.00 19000.  0.0  0.0   0.2935
 3.00 19000.  0.0  0.0   0.0234
 3.50 19000.  0.0  0.0   0.1125
 3.50 19000.  0.0  0.0   0.2657
 3.50 19000.  0.0  0.0   0.0197
 4.00 19000.  0.0  0.0   0.1098
 4.00 19000.  0.0  0.0   0.2469
 4.00 19000.  0.0  0.0   0.0163
 4.50 19000.  0.0  0.0   0.1084
 4.50 19000.  0.0  0.0   0.2362
 4.50 19000.  0.0  0.0   0.0140
 5.00 19000.  0.0  0.0   0.1072
 5.00 19000.  0.0  0.0   0.2307
 5.00 19000.  0.0  0.0   0.0129
 3.00 20000.  0.0  0.0   0.1156
 3.00 20000.  0.0  0.0   0.3017
 3.00 20000.  0.0  0.0   0.0248
 3.50 20000.  0.0  0.0   0.1081
 3.50 20000.  0.0  0.0   0.2689
 3.50 20000.  0.0  0.0   0.0209
 4.00 20000.  0.0  0.0   0.1059
 4.00 20000.  0.0  0.0   0.2469
 4.00 20000.  0.0  0.0   0.0170
 4.50 20000.  0.0  0.0   0.1050
 4.50 20000.  0.0  0.0   0.2339
 4.50 20000.  0.0  0.0   0.0144
 5.00 20000.  0.0  0.0   0.1042
 5.00 20000.  0.0  0.0   0.2273
 5.00 20000.  0.0  0.0   0.0130
 3.00 21000.  0.0  0.0   0.1094
 3.00 21000.  0.0  0.0   0.3108
 3.00 21000.  0.0  0.0   0.0266
 3.50 21000.  0.0  0.0   0.1021
 3.50 21000.  0.0  0.0   0.2746
 3.50 21000.  0.0  0.0   0.0223
 4.00 21000.  0.0  0.0   0.1016
 4.00 21000.  0.0  0.0   0.2486
 4.00 21000.  0.0  0.0   0.0179
 4.50 21000.  0.0  0.0   0.1016
 4.50 21000.  0.0  0.0   0.2330
 4.50 21000.  0.0  0.0   0.0149
 5.00 21000.  0.0  0.0   0.1008
 5.00 21000.  0.0  0.0   0.2252
 5.00 21000.  0.0  0.0   0.0132
 3.00 22000.  0.0  0.0   0.1038
 3.00 22000.  0.0  0.0   0.3192
 3.00 22000.  0.0  0.0   0.0284
 3.50 22000.  0.0  0.0   0.0952
 3.50 22000.  0.0  0.0   0.2814
 3.50 22000.  0.0  0.0   0.0242
 4.00 22000.  0.0  0.0   0.0962
 4.00 22000.  0.0  0.0   0.2522
 4.00 22000.  0.0  0.0   0.0191
 4.50 22000.  0.0  0.0   0.0973
 4.50 22000.  0.0  0.0   0.2341
 4.50 22000.  0.0  0.0   0.0156
 5.00 22000.  0.0  0.0   0.0974
 5.00 22000.  0.0  0.0   0.2244
 5.00 22000.  0.0  0.0   0.0137
 3.00 23000.  0.0  0.0   0.1022
 3.00 23000.  0.0  0.0   0.3248
 3.00 23000.  0.0  0.0   0.0297
 3.50 23000.  0.0  0.0   0.0882
 3.50 23000.  0.0  0.0   0.2879
 3.50 23000.  0.0  0.0   0.0261
 4.00 23000.  0.0  0.0   0.0897
 4.00 23000.  0.0  0.0   0.2570
 4.00 23000.  0.0  0.0   0.0206
 4.50 23000.  0.0  0.0   0.0923
 4.50 23000.  0.0  0.0   0.2366
 4.50 23000.  0.0  0.0   0.0167
 5.00 23000.  0.0  0.0   0.0934
 5.00 23000.  0.0  0.0   0.2251
 5.00 23000.  0.0  0.0   0.0144
 3.00 24000.  0.0  0.0   0.1051
 3.00 24000.  0.0  0.0   0.3291
 3.00 24000.  0.0  0.0   0.0299
 3.50 24000.  0.0  0.0   0.0828
 3.50 24000.  0.0  0.0   0.2928
 3.50 24000.  0.0  0.0   0.0279
 4.00 24000.  0.0  0.0   0.0831
 4.00 24000.  0.0  0.0   0.2615
 4.00 24000.  0.0  0.0   0.0222
 4.50 24000.  0.0  0.0   0.0868
 4.50 24000.  0.0  0.0   0.2397
 4.50 24000.  0.0  0.0   0.0178
 5.00 24000.  0.0  0.0   0.0888
 5.00 24000.  0.0  0.0   0.2270
 5.00 24000.  0.0  0.0   0.0152
 3.00 25000.  0.0  0.0   0.1095
 3.00 25000.  0.0  0.0   0.3348
 3.00 25000.  0.0  0.0   0.0291
 3.50 25000.  0.0  0.0   0.0799
 3.50 25000.  0.0  0.0   0.2966
 3.50 25000.  0.0  0.0   0.0291
 4.00 25000.  0.0  0.0   0.0774
 4.00 25000.  0.0  0.0   0.2650
 4.00 25000.  0.0  0.0   0.0236
 4.50 25000.  0.0  0.0   0.0807
 4.50 25000.  0.0  0.0   0.2432
 4.50 25000.  0.0  0.0   0.0190
 5.00 25000.  0.0  0.0   0.0838
 5.00 25000.  0.0  0.0   0.2294
 5.00 25000.  0.0  0.0   0.0162
 3.00 26000.  0.0  0.0   0.1126
 3.00 26000.  0.0  0.0   0.3419
 3.00 26000.  0.0  0.0   0.0282
 3.50 26000.  0.0  0.0   0.0794
 3.50 26000.  0.0  0.0   0.3002
 3.50 26000.  0.0  0.0   0.0298
 4.00 26000.  0.0  0.0   0.0735
 4.00 26000.  0.0  0.0   0.2675
 4.00 26000.  0.0  0.0   0.0246
 4.50 26000.  0.0  0.0   0.0759
 4.50 26000.  0.0  0.0   0.2451
 4.50 26000.  0.0  0.0   0.0200
 5.00 26000.  0.0  0.0   0.0789
 5.00 26000.  0.0  0.0   0.2315
 5.00 26000.  0.0  0.0   0.0170
 3.50 27000.  0.0  0.0   0.0786
 3.50 27000.  0.0  0.0   0.3056
 3.50 27000.  0.0  0.0   0.0302
 4.00 27000.  0.0  0.0   0.0713
 4.00 27000.  0.0  0.0   0.2695
 4.00 27000.  0.0  0.0   0.0253
 4.50 27000.  0.0  0.0   0.0719
 4.50 27000.  0.0  0.0   0.2464
 4.50 27000.  0.0  0.0   0.0206
 5.00 27000.  0.0  0.0   0.0748
 5.00 27000.  0.0  0.0   0.2322
 5.00 27000.  0.0  0.0   0.0176
 3.50 28000.  0.0  0.0   0.0765
 3.50 28000.  0.0  0.0   0.3119
 3.50 28000.  0.0  0.0   0.0307
 4.00 28000.  0.0  0.0   0.0700
 4.00 28000.  0.0  0.0   0.2718
 4.00 28000.  0.0  0.0   0.0258
 4.50 28000.  0.0  0.0   0.0693
 4.50 28000.  0.0  0.0   0.2470
 4.50 28000.  0.0  0.0   0.0210
 5.00 28000.  0.0  0.0   0.0711
 5.00 28000.  0.0  0.0   0.2325
 5.00 28000.  0.0  0.0   0.0178
 3.50 29000.  0.0  0.0   0.0718
 3.50 29000.  0.0  0.0   0.3193
 3.50 29000.  0.0  0.0   0.0315
 4.00 29000.  0.0  0.0   0.0672
 4.00 29000.  0.0  0.0   0.2756
 4.00 29000.  0.0  0.0   0.0262
 4.50 29000.  0.0  0.0   0.0670
 4.50 29000.  0.0  0.0   0.2480
 4.50 29000.  0.0  0.0   0.0211
 5.00 29000.  0.0  0.0   0.0684
 5.00 29000.  0.0  0.0   0.2319
 5.00 29000.  0.0  0.0   0.0178
 3.50 30000.  0.0  0.0   0.0652
 3.50 30000.  0.0  0.0   0.3278
 3.50 30000.  0.0  0.0   0.0327
 4.00 30000.  0.0  0.0   0.0633
 4.00 30000.  0.0  0.0   0.2792
 4.00 30000.  0.0  0.0   0.0268
 4.50 30000.  0.0  0.0   0.0649
 4.50 30000.  0.0  0.0   0.2486
 4.50 30000.  0.0  0.0   0.0213
 5.00 30000.  0.0  0.0   0.0665
 5.00 30000.  0.0  0.0   0.2307
 5.00 30000.  0.0  0.0   0.0177
 3.50 31000.  0.0  0.0   0.0567
 3.50 31000.  0.0  0.0   0.3387
 3.50 31000.  0.0  0.0   0.0344
 4.00 31000.  0.0  0.0   0.0583
 4.00 31000.  0.0  0.0   0.2825
 4.00 31000.  0.0  0.0   0.0277
 4.50 31000.  0.0  0.0   0.0620
 4.50 31000.  0.0  0.0   0.2489
 4.50 31000.  0.0  0.0   0.0215
 5.00 31000.  0.0  0.0   0.0643
 5.00 31000.  0.0  0.0   0.2293
 5.00 31000.  0.0  0.0   0.0175
 4.00 32000.  0.0  0.0   0.0513
 4.00 32000.  0.0  0.0   0.2872
 4.00 32000.  0.0  0.0   0.0288
 4.50 32000.  0.0  0.0   0.0578
 4.50 32000.  0.0  0.0   0.2492
 4.50 32000.  0.0  0.0   0.0216
 5.00 32000.  0.0  0.0   0.0619
 5.00 32000.  0.0  0.0   0.2270
 5.00 32000.  0.0  0.0   0.0172
 4.00 33000.  0.0  0.0   0.0432
 4.00 33000.  0.0  0.0   0.2925
 4.00 33000.  0.0  0.0   0.0305
 4.50 33000.  0.0  0.0   0.0528
 4.50 33000.  0.0  0.0   0.2495
 4.50 33000.  0.0  0.0   0.0221
 5.00 33000.  0.0  0.0   0.0589
 5.00 33000.  0.0  0.0   0.2243
 5.00 33000.  0.0  0.0   0.0170
 4.00 34000.  0.0  0.0   0.0338
 4.00 34000.  0.0  0.0   0.2988
 4.00 34000.  0.0  0.0   0.0328
 4.50 34000.  0.0  0.0   0.0467
 4.50 34000.  0.0  0.0   0.2505
 4.50 34000.  0.0  0.0   0.0228
 5.00 34000.  0.0  0.0   0.0549
 5.00 34000.  0.0  0.0   0.2222
 5.00 34000.  0.0  0.0   0.0168
 4.00 35000.  0.0  0.0   0.0256
 4.00 35000.  0.0  0.0   0.3033
 4.00 35000.  0.0  0.0   0.0353
 4.50 35000.  0.0  0.0   0.0393
 4.50 35000.  0.0  0.0   0.2523
 4.50 35000.  0.0  0.0   0.0239
 5.00 35000.  0.0  0.0   0.0499
 5.00 35000.  0.0  0.0   0.2207
 5.00 35000.  0.0  0.0   0.0169
 4.00 36000.  0.0  0.0   0.0200
 4.00 36000.  0.0  0.0   0.3060
 4.00 36000.  0.0  0.0   0.0376
 4.50 36000.  0.0  0.0   0.0313
 4.50 36000.  0.0  0.0   0.2538
 4.50 36000.  0.0  0.0   0.0254
 5.00 36000.  0.0  0.0   0.0444
 5.00 36000.  0.0  0.0   0.2192
 5.00 36000.  0.0  0.0   0.0173
 4.00 37000.  0.0  0.0   0.0167
 4.00 37000.  0.0  0.0   0.3081
 4.00 37000.  0.0  0.0   0.0394
 4.50 37000.  0.0  0.0   0.0250
 4.50 37000.  0.0  0.0   0.2534
 4.50 37000.  0.0  0.0   0.0268
 5.00 37000.  0.0  0.0   0.0382
 5.00 37000.  0.0  0.0   0.2177
 5.00 37000.  0.0  0.0   0.0179
 4.00 38000.  0.0  0.0   0.0151
 4.00 38000.  0.0  0.0   0.3107
 4.00 38000.  0.0  0.0   0.0407
 4.50 38000.  0.0  0.0   0.0207
 4.50 38000.  0.0  0.0   0.2520
 4.50 38000.  0.0  0.0   0.0281
 5.00 38000.  0.0  0.0   0.0327
 5.00 38000.  0.0  0.0   0.2151
 5.00 38000.  0.0  0.0   0.0186
 4.00 39000.  0.0  0.0   0.0138
 4.00 39000.  0.0  0.0   0.3146
 4.00 39000.  0.0  0.0   0.0417
 4.50 39000.  0.0  0.0   0.0179
 4.50 39000.  0.0  0.0   0.2511
 4.50 39000.  0.0  0.0   0.0291
 5.00 39000.  0.0  0.0   0.0284
 5.00 39000.  0.0  0.0   0.2121
 5.00 39000.  0.0  0.0   0.0192
 4.00 40000.  0.0  0.0   0.0126
 4.00 40000.  0.0  0.0   0.3193
 4.00 40000.  0.0  0.0   0.0426
 4.50 40000.  0.0  0.0   0.0160
 4.50 40000.  0.0  0.0   0.2510
 4.50 40000.  0.0  0.0   0.0299
 5.00 40000.  0.0  0.0   0.0253
 5.00 40000.  0.0  0.0   0.2093
 5.00 40000.  0.0  0.0   0.0197
 4.50 41000.  0.0  0.0   0.0145
 4.50 41000.  0.0  0.0   0.2520
 4.50 41000.  0.0  0.0   0.0306
 5.00 41000.  0.0  0.0   0.0231
 5.00 41000.  0.0  0.0   0.2074
 5.00 41000.  0.0  0.0   0.0201
 4.50 42000.  0.0  0.0   0.0125
 4.50 42000.  0.0  0.0   0.2543
 4.50 42000.  0.0  0.0   0.0314
 5.00 42000.  0.0  0.0   0.0213
 5.00 42000.  0.0  0.0   0.2065
 5.00 42000.  0.0  0.0   0.0205
 4.50 43000.  0.0  0.0   0.0109
 4.50 43000.  0.0  0.0   0.2566
 4.50 43000.  0.0  0.0   0.0322
 5.00 43000.  0.0  0.0   0.0197
 5.00 43000.  0.0  0.0   0.2065
 5.00 43000.  0.0  0.0   0.0209
 4.50 44000.  0.0  0.0   0.0090
 4.50 44000.  0.0  0.0   0.2594
 4.50 44000.  0.0  0.0   0.0330
 5.00 44000.  0.0  0.0   0.0182
 5.00 44000.  0.0  0.0   0.2069
 5.00 44000.  0.0  0.0   0.0214
 4.50 45000.  0.0  0.0   0.0070
 4.50 45000.  0.0  0.0   0.2623
 4.50 45000.  0.0  0.0   0.0339
 5.00 45000.  0.0  0.0   0.0169
 5.00 45000.  0.0  0.0   0.2075
 5.00 45000.  0.0  0.0   0.0218
 4.50 46000.  0.0  0.0   0.0051
 4.50 46000.  0.0  0.0   0.2653
 4.50 46000.  0.0  0.0   0.0348
 5.00 46000.  0.0  0.0   0.0153
 5.00 46000.  0.0  0.0   0.2085
 5.00 46000.  0.0  0.0   0.0223
 4.50 47000.  0.0  0.0   0.0031
 4.50 47000.  0.0  0.0   0.2685
 4.50 47000.  0.0  0.0   0.0358
 5.00 47000.  0.0  0.0   0.0133
 5.00 47000.  0.0  0.0   0.2100
 5.00 47000.  0.0  0.0   0.0227
 4.50 48000.  0.0  0.0   0.0010
 4.50 48000.  0.0  0.0   0.2721
 4.50 48000.  0.0  0.0   0.0368
 5.00 48000.  0.0  0.0   0.0117
 5.00 48000.  0.0  0.0   0.2110
 5.00 48000.  0.0  0.0   0.0233
 4.50 49000.  0.0  0.0  -0.0005
 4.50 49000.  0.0  0.0   0.2753
 4.50 49000.  0.0  0.0   0.0379
 5.00 49000.  0.0  0.0   0.0103
 5.00 49000.  0.0  0.0   0.2121
 5.00 49000.  0.0  0.0   0.0238
 4.50 50000.  0.0  0.0  -0.0025
 4.50 50000.  0.0  0.0   0.2792
 4.50 50000.  0.0  0.0   0.0389
 5.00 50000.  0.0  0.0   0.0083
 5.00 50000.  0.0  0.0   0.2138
 5.00 50000.  0.0  0.0   0.0244
 0.00  3500.  0.0  1.0   0.9160
 0.00  3500.  0.0  1.0  -0.1176
 0.00  3500.  0.0  1.0   0.0130
 0.50  3500.  0.0  1.0   0.9158
 0.50  3500.  0.0  1.0  -0.1195
 0.50  3500.  0.0  1.0   0.0136
 1.00  3500.  0.0  1.0   0.9093
 1.00  3500.  0.0  1.0  -0.1168
 1.00  3500.  0.0  1.0   0.0139
 1.50  3500.  0.0  1.0   0.8983
 1.50  3500.  0.0  1.0  -0.1108
 1.50  3500.  0.0  1.0   0.0139
 2.00  3500.  0.0  1.0   0.8853
 2.00  3500.  0.0  1.0  -0.1029
 2.00  3500.  0.0  1.0   0.0136
 2.50  3500.  0.0  1.0   0.8698
 2.50  3500.  0.0  1.0  -0.0920
 2.50  3500.  0.0  1.0   0.0131
 3.00  3500.  0.0  1.0   0.8195
 3.00  3500.  0.0  1.0  -0.0470
 3.00  3500.  0.0  1.0   0.0116
 3.50  3500.  0.0  1.0   0.6493
 3.50  3500.  0.0  1.0   0.1101
 3.50  3500.  0.0  1.0   0.0093
 4.00  3500.  0.0  1.0   0.4853
 4.00  3500.  0.0  1.0   0.2560
 4.00  3500.  0.0  1.0   0.0094
 4.50  3500.  0.0  1.0   0.3838
 4.50  3500.  0.0  1.0   0.3408
 4.50  3500.  0.0  1.0   0.0123
 5.00  3500.  0.0  1.0   0.3335
 5.00  3500.  0.0  1.0   0.3809
 5.00  3500.  0.0  1.0   0.0146
